"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should display security settings page with enable 2FA button","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA setup","auth/totp-setup.spec.ts","",""
"","0","should display user list","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","User management","admin/user-management.spec.ts","",""
"","0","should display notifications page heading","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Notification center","notifications/notification-center.spec.ts","",""
"","0","should display Ukrainian content by default","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display audit logs table","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Audit logs","admin/audit-logs.spec.ts","",""
"","0","should display the main heading","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","47707","authenticate as basic user","auth-setup","Tue Feb 17 12:20:02 UTC 2026","broken","Tue Feb 17 12:20:50 UTC 2026","","../src/auth/auth.setup.ts","",""
"","47837","authenticate as admin user","auth-setup","Tue Feb 17 12:21:40 UTC 2026","broken","Tue Feb 17 12:22:28 UTC 2026","","../src/auth/auth.setup.ts","",""
"","1","should display rate limits list","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","0","should redirect to 2FA verification after login when 2FA is enabled","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","0","should display user list","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","User management","admin/user-management.spec.ts","",""
"","0","should display Ukrainian content by default","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should disable 2FA with valid TOTP code","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA disable","auth/totp-disable.spec.ts","",""
"","1","should display security settings page with enable 2FA button","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA setup","auth/totp-setup.spec.ts","",""
"","0","should stay on root URL (no locale prefix)","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should show error when no token in URL","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","0","should complete login with valid TOTP code after 2FA redirect","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","0","should show error when no token in URL","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","0","should redirect to 2FA verification after login when 2FA is enabled","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA login","auth/totp-login.spec.ts","",""
"","0","should disable 2FA with valid TOTP code","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","TOTP 2FA disable","auth/totp-disable.spec.ts","",""
"","0","should stay on root URL (no locale prefix)","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display Google sign-in button on login page","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","0","should complete full password reset flow (forgot -> email -> reset -> login)","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","0","should display login form elements","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Login page","auth/login.spec.ts","",""
"","0","should display forgot password form elements","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","0","should display admin notifications page","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","0","should display the main heading","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display notifications page heading","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Notification center","notifications/notification-center.spec.ts","",""
"","0","should display feature flags list","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","0","should display rate limits list","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Rate limit management","admin/rate-limits.spec.ts","",""
"","0","should display Google sign-in button on login page","mobile-chrome","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","1","should display admin notifications page","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Admin notifications","admin/admin-notifications.spec.ts","",""
"","0","should display login form elements","chromium","Tue Feb 17 12:22:28 UTC 2026","skipped","Tue Feb 17 12:22:28 UTC 2026","Login page","auth/login.spec.ts","",""
