"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","342","should display the main heading","mobile-chrome","Fri Feb 13 12:14:29 UTC 2026","passed","Fri Feb 13 12:14:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","495","should display login form elements","chromium","Fri Feb 13 12:14:26 UTC 2026","passed","Fri Feb 13 12:14:27 UTC 2026","Login page","auth/login.spec.ts","",""
"","2","should display user list","chromium","Fri Feb 13 12:14:26 UTC 2026","skipped","Fri Feb 13 12:14:26 UTC 2026","User management","admin/user-management.spec.ts","",""
"","445","should display login form elements","mobile-chrome","Fri Feb 13 12:14:29 UTC 2026","passed","Fri Feb 13 12:14:29 UTC 2026","Login page","auth/login.spec.ts","",""
"","292","should display the main heading","chromium","Fri Feb 13 12:14:27 UTC 2026","passed","Fri Feb 13 12:14:27 UTC 2026","Home page","smoke/home.spec.ts","",""
"","202","authenticate as basic user","auth-setup","Fri Feb 13 12:14:23 UTC 2026","passed","Fri Feb 13 12:14:23 UTC 2026","","../src/auth/auth.setup.ts","",""
"","357","should display Ukrainian content by default","mobile-chrome","Fri Feb 13 12:14:30 UTC 2026","passed","Fri Feb 13 12:14:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","166","authenticate as admin user","auth-setup","Fri Feb 13 12:14:25 UTC 2026","passed","Fri Feb 13 12:14:25 UTC 2026","","../src/auth/auth.setup.ts","",""
"","3","should display user list","mobile-chrome","Fri Feb 13 12:14:29 UTC 2026","skipped","Fri Feb 13 12:14:29 UTC 2026","User management","admin/user-management.spec.ts","",""
"","289","should stay on root URL (no locale prefix)","chromium","Fri Feb 13 12:14:27 UTC 2026","passed","Fri Feb 13 12:14:27 UTC 2026","Home page","smoke/home.spec.ts","",""
"","326","should stay on root URL (no locale prefix)","mobile-chrome","Fri Feb 13 12:14:30 UTC 2026","passed","Fri Feb 13 12:14:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","305","should display Ukrainian content by default","chromium","Fri Feb 13 12:14:27 UTC 2026","passed","Fri Feb 13 12:14:28 UTC 2026","Home page","smoke/home.spec.ts","",""
