"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should display Ukrainian content by default","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display user list","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","User management","admin/user-management.spec.ts","",""
"","0","should show error when no token in URL","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","47727","authenticate as basic user","auth-setup","Fri Feb 13 22:11:04 UTC 2026","broken","Fri Feb 13 22:11:52 UTC 2026","","../src/auth/auth.setup.ts","",""
"","0","should display forgot password form elements","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","0","should stay on root URL (no locale prefix)","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should stay on root URL (no locale prefix)","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display Ukrainian content by default","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should complete full password reset flow (forgot -> email -> reset -> login)","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","47806","authenticate as admin user","auth-setup","Fri Feb 13 22:12:42 UTC 2026","broken","Fri Feb 13 22:13:30 UTC 2026","","../src/auth/auth.setup.ts","",""
"","0","should display Google sign-in button on login page","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","0","should display the main heading","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display user list","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","User management","admin/user-management.spec.ts","",""
"","1","should complete full password reset flow (forgot -> email -> reset -> login)","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","1","should display Google sign-in button on login page","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","0","should display forgot password form elements","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","0","should display login form elements","chromium","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Login page","auth/login.spec.ts","",""
"","0","should display login form elements","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Login page","auth/login.spec.ts","",""
"","0","should show error when no token in URL","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","0","should display the main heading","mobile-chrome","Fri Feb 13 22:13:30 UTC 2026","skipped","Fri Feb 13 22:13:30 UTC 2026","Home page","smoke/home.spec.ts","",""
