"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should display user list","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","User management","admin/user-management.spec.ts","",""
"","0","should display Google sign-in button on login page","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","1","should display forgot password form elements","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","0","should display the main heading","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should show error when no token in URL","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","1","should display feature flags list","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","0","should display forgot password form elements","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Forgot password page","auth/forgot-password.spec.ts","",""
"","0","should display login form elements","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Login page","auth/login.spec.ts","",""
"","0","should complete full password reset flow (forgot -> email -> reset -> login)","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","47851","authenticate as admin user","auth-setup","Sun Feb 15 08:06:14 UTC 2026","broken","Sun Feb 15 08:07:02 UTC 2026","","../src/auth/auth.setup.ts","",""
"","1","should display feature flags list","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Feature flag management","admin/feature-flags.spec.ts","",""
"","47717","authenticate as basic user","auth-setup","Sun Feb 15 08:04:36 UTC 2026","broken","Sun Feb 15 08:05:24 UTC 2026","","../src/auth/auth.setup.ts","",""
"","0","should stay on root URL (no locale prefix)","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display Ukrainian content by default","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display Ukrainian content by default","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display the main heading","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should display user list","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","User management","admin/user-management.spec.ts","",""
"","0","should stay on root URL (no locale prefix)","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Home page","smoke/home.spec.ts","",""
"","0","should complete full password reset flow (forgot -> email -> reset -> login)","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Password reset flow (E2E)","auth/password-reset-flow.spec.ts","",""
"","0","should show error when no token in URL","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Reset password page","auth/reset-password.spec.ts","",""
"","0","should display Google sign-in button on login page","chromium","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Google OAuth","auth/google-oauth.spec.ts","",""
"","0","should display login form elements","mobile-chrome","Sun Feb 15 08:07:02 UTC 2026","skipped","Sun Feb 15 08:07:02 UTC 2026","Login page","auth/login.spec.ts","",""
